"",BBK01.WT3449,BBK01.WT3449_FLAGS
2010-11-27,.,No value available
2010-11-28,.,No value available
2010-11-29,3.51,
2010-11-30,3.41,
2010-12-01,3.48,
2010-12-02,3.54,
2010-12-03,3.55,
2010-12-04,.,No value available
2010-12-05,.,No value available
2010-12-06,3.60,
2010-12-07,3.67,
2010-12-08,3.77,
2010-12-09,3.67,
2010-12-10,3.65,
2010-12-11,.,No value available
2010-12-12,.,No value available
2010-12-13,3.66,
2010-12-14,3.71,
2010-12-15,3.77,
2010-12-16,3.77,
2010-12-17,3.76,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,3.74,
2010-12-21,3.70,
2010-12-22,3.72,
2010-12-23,3.69,
2010-12-24,.,No value available
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,3.78,
2010-12-28,3.70,
2010-12-29,3.74,
2010-12-30,3.72,
2010-12-31,.,No value available
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,3.70,
2011-01-04,3.67,
2011-01-05,3.61,
2011-01-06,3.75,
2011-01-07,3.70,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,3.69,
2011-01-11,3.67,
2011-01-12,3.75,
2011-01-13,3.80,
2011-01-14,3.74,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,3.76,
2011-01-18,3.78,
2011-01-19,3.82,
2011-01-20,3.82,
2011-01-21,3.84,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,3.84,
2011-01-25,3.80,
2011-01-26,3.87,
2011-01-27,3.86,
2011-01-28,3.87,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,3.83,
2011-02-01,3.90,
2011-02-02,3.93,
2011-02-03,3.95,
2011-02-04,3.94,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,3.98,
2011-02-08,3.95,
2011-02-09,4.01,
2011-02-10,4.01,
2011-02-11,4.01,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,4.04,
2011-02-15,4.06,
2011-02-16,4.00,
2011-02-17,3.97,
2011-02-18,3.94,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,3.93,
2011-02-22,3.87,
2011-02-23,3.85,
2011-02-24,3.83,
2011-02-25,3.86,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,3.84,
2011-03-01,3.88,
2011-03-02,3.86,
2011-03-03,3.93,
2011-03-04,3.95,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,3.96,
2011-03-08,3.96,
2011-03-09,3.95,
2011-03-10,3.92,
2011-03-11,3.86,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,3.92,
2011-03-15,3.78,
2011-03-16,3.80,
2011-03-17,3.82,
2011-03-18,3.86,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,3.92,
2011-03-22,3.97,
2011-03-23,3.94,
2011-03-24,3.95,
2011-03-25,3.99,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,4.02,
2011-03-29,4.01,
2011-03-30,4.04,
2011-03-31,4.02,
2011-04-01,4.06,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,4.07,
2011-04-05,4.06,
2011-04-06,4.08,
2011-04-07,4.15,
2011-04-08,4.16,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,4.20,
2011-04-12,4.17,
2011-04-13,4.16,
2011-04-14,4.12,
2011-04-15,4.11,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,4.04,
2011-04-19,3.99,
2011-04-20,4.02,
2011-04-21,4.03,
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,.,No value available
2011-04-26,3.99,
2011-04-27,3.99,
2011-04-28,3.99,
2011-04-29,3.95,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,3.94,
2011-05-03,3.93,
2011-05-04,3.95,
2011-05-05,3.99,
2011-05-06,3.88,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,3.84,
2011-05-10,3.83,
2011-05-11,3.86,
2011-05-12,3.82,
2011-05-13,3.85,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,3.80,
2011-05-17,3.87,
2011-05-18,3.82,
2011-05-19,3.84,
2011-05-20,3.84,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,3.74,
2011-05-24,3.77,
2011-05-25,3.77,
2011-05-26,3.78,
2011-05-27,3.72,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,3.73,
2011-05-31,3.77,
2011-06-01,3.79,
2011-06-02,3.73,
2011-06-03,3.75,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,3.75,
2011-06-07,3.78,
2011-06-08,3.81,
2011-06-09,3.79,
2011-06-10,3.78,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,3.78,
2011-06-14,3.79,
2011-06-15,3.85,
2011-06-16,3.80,
2011-06-17,3.83,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,3.81,
2011-06-21,3.86,
2011-06-22,3.90,
2011-06-23,3.87,
2011-06-24,3.82,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,3.83,
2011-06-28,3.85,
2011-06-29,3.91,
2011-06-30,3.94,
2011-07-01,3.93,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,3.88,
2011-07-05,3.86,
2011-07-06,3.80,
2011-07-07,3.80,
2011-07-08,3.79,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,3.61,
2011-07-12,3.51,
2011-07-13,3.62,
2011-07-14,3.68,
2011-07-15,3.64,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,3.55,
2011-07-19,3.62,
2011-07-20,3.68,
2011-07-21,3.72,
2011-07-22,3.85,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,3.76,
2011-07-26,3.72,
2011-07-27,3.65,
2011-07-28,3.59,
2011-07-29,3.59,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,3.56,
2011-08-02,3.46,
2011-08-03,3.38,
2011-08-04,3.37,
2011-08-05,3.29,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,3.36,
2011-08-09,3.28,
2011-08-10,3.33,
2011-08-11,3.26,
2011-08-12,3.32,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,3.38,
2011-08-16,3.39,
2011-08-17,3.37,
2011-08-18,3.24,
2011-08-19,3.15,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,3.12,
2011-08-23,3.17,
2011-08-24,3.15,
2011-08-25,3.25,
2011-08-26,3.23,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,3.19,
2011-08-30,3.21,
2011-08-31,3.22,
2011-09-01,3.24,
2011-09-02,3.17,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,3.03,
2011-09-06,3.05,
2011-09-07,3.07,
2011-09-08,3.03,
2011-09-09,2.97,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,2.82,
2011-09-13,2.78,
2011-09-14,2.79,
2011-09-15,2.93,
2011-09-16,2.95,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,2.81,
2011-09-20,2.78,
2011-09-21,2.83,
2011-09-22,2.64,
2011-09-23,2.63,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,2.70,
2011-09-27,2.81,
2011-09-28,2.90,
2011-09-29,2.90,
2011-09-30,2.87,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,2.77,
2011-10-04,2.70,
2011-10-05,2.73,
2011-10-06,2.87,
2011-10-07,2.91,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,3.01,
2011-10-11,2.99,
2011-10-12,3.11,
2011-10-13,3.12,
2011-10-14,3.13,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,3.19,
2011-10-18,3.03,
2011-10-19,3.09,
2011-10-20,3.05,
2011-10-21,3.00,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,3.00,
2011-10-25,3.09,
2011-10-26,3.06,
2011-10-27,3.10,
2011-10-28,3.23,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,3.15,
2011-11-01,2.90,
2011-11-02,2.94,
2011-11-03,2.97,
2011-11-04,3.00,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,2.86,
2011-11-08,2.87,
2011-11-09,2.75,
2011-11-10,2.75,
2011-11-11,2.78,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,2.79,
2011-11-15,2.72,
2011-11-16,2.73,
2011-11-17,2.71,
2011-11-18,2.86,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,2.82,
2011-11-22,2.89,
2011-11-23,2.96,
2011-11-24,3.12,
2011-11-25,3.14,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,3.22,
2011-11-29,3.26,
2011-11-30,3.28,
2011-12-01,3.28,
2011-12-02,3.12,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,3.12,
2011-12-06,3.12,
2011-12-07,3.03,
2011-12-08,2.99,
2011-12-09,2.96,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,2.93,
2011-12-13,2.88,
2011-12-14,2.81,
2011-12-15,2.72,
2011-12-16,2.78,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,2.74,
2011-12-20,2.76,
2011-12-21,2.87,
2011-12-22,2.81,
2011-12-23,2.77,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,2.77,
2011-12-28,2.76,
2011-12-29,2.73,
2011-12-30,2.68,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,2.72,
2012-01-03,2.81,
2012-01-04,2.81,
2012-01-05,2.77,
2012-01-06,2.75,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,2.76,
2012-01-10,2.75,
2012-01-11,2.75,
2012-01-12,2.74,
2012-01-13,2.67,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,2.65,
2012-01-17,2.70,
2012-01-18,2.72,
2012-01-19,2.72,
2012-01-20,2.78,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,2.84,
2012-01-24,2.95,
2012-01-25,2.92,
2012-01-26,2.89,
2012-01-27,2.86,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,2.80,
2012-01-31,2.82,
2012-02-01,2.80,
2012-02-02,2.75,
2012-02-03,2.78,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,2.81,
2012-02-07,2.79,
2012-02-08,2.90,
2012-02-09,2.91,
2012-02-10,2.93,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,2.91,
2012-02-14,2.89,
2012-02-15,2.86,
2012-02-16,2.75,
2012-02-17,2.81,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,2.84,
2012-02-21,2.87,
2012-02-22,2.85,
2012-02-23,2.80,
2012-02-24,2.79,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,2.78,
2012-02-28,2.75,
2012-02-29,2.75,
2012-03-01,2.76,
2012-03-02,2.76,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,2.74,
2012-03-06,2.75,
2012-03-07,2.77,
2012-03-08,2.76,
2012-03-09,2.77,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,2.75,
2012-03-13,2.76,
2012-03-14,2.89,
2012-03-15,2.97,
2012-03-16,2.95,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,2.98,
2012-03-20,2.97,
2012-03-21,2.99,
2012-03-22,2.85,
2012-03-23,2.81,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,2.81,
2012-03-27,2.88,
2012-03-28,2.84,
2012-03-29,2.82,
2012-03-30,2.78,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,2.79,
2012-04-03,2.77,
2012-04-04,2.78,
2012-04-05,2.76,
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,.,No value available
2012-04-10,2.71,
2012-04-11,2.70,
2012-04-12,2.71,
2012-04-13,2.69,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,2.67,
2012-04-17,2.71,
2012-04-18,2.69,
2012-04-19,2.68,
2012-04-20,2.66,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,2.65,
2012-04-24,2.69,
2012-04-25,2.70,
2012-04-26,2.72,
2012-04-27,2.69,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,2.69,
2012-05-01,.,No value available
2012-05-02,2.65,
2012-05-03,2.63,
2012-05-04,2.63,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,2.58,
2012-05-08,2.56,
2012-05-09,2.53,
2012-05-10,2.49,
2012-05-11,2.50,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,2.37,
2012-05-15,2.42,
2012-05-16,2.40,
2012-05-17,2.40,
2012-05-18,2.35,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,2.38,
2012-05-22,2.37,
2012-05-23,2.34,
2012-05-24,2.19,
2012-05-25,2.28,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,2.25,
2012-05-29,2.22,
2012-05-30,2.15,
2012-05-31,2.09,
2012-06-01,1.92,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,1.95,
2012-06-05,1.94,
2012-06-06,2.05,
2012-06-07,2.20,
2012-06-08,2.13,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,2.25,
2012-06-12,2.26,
2012-06-13,2.43,
2012-06-14,2.48,
2012-06-15,2.41,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,2.28,
2012-06-19,2.37,
2012-06-20,2.49,
2012-06-21,2.48,
2012-06-22,2.37,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,2.38,
2012-06-26,2.44,
2012-06-27,2.47,
2012-06-28,2.46,
2012-06-29,2.57,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,2.57,
2012-07-03,2.58,
2012-07-04,2.54,
2012-07-05,2.48,
2012-07-06,2.44,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,2.34,
2012-07-10,2.33,
2012-07-11,2.34,
2012-07-12,2.26,
2012-07-13,2.23,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,2.24,
2012-07-17,2.26,
2012-07-18,2.18,
2012-07-19,2.18,
2012-07-20,2.18,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,2.14,
2012-07-24,2.26,
2012-07-25,2.29,
2012-07-26,2.22,
2012-07-27,2.30,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,2.34,
2012-07-31,2.34,
2012-08-01,2.28,
2012-08-02,2.31,
2012-08-03,2.23,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,2.30,
2012-08-07,2.33,
2012-08-08,2.37,
2012-08-09,2.40,
2012-08-10,2.35,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,2.39,
2012-08-14,2.39,
2012-08-15,2.45,
2012-08-16,2.49,
2012-08-17,2.47,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,2.48,
2012-08-21,2.46,
2012-08-22,2.43,
2012-08-23,2.32,
2012-08-24,2.28,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,2.28,
2012-08-28,2.28,
2012-08-29,2.24,
2012-08-30,2.29,
2012-08-31,2.29,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,2.24,
2012-09-04,2.33,
2012-09-05,2.30,
2012-09-06,2.45,
2012-09-07,2.56,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,2.50,
2012-09-11,2.53,
2012-09-12,2.61,
2012-09-13,2.57,
2012-09-14,2.66,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,2.65,
2012-09-18,2.64,
2012-09-19,2.56,
2012-09-20,2.54,
2012-09-21,2.58,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,2.55,
2012-09-25,2.51,
2012-09-26,2.50,
2012-09-27,2.41,
2012-09-28,2.42,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,2.43,
2012-10-02,2.45,
2012-10-03,2.44,
2012-10-04,2.41,
2012-10-05,2.46,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,2.46,
2012-10-09,2.46,
2012-10-10,2.46,
2012-10-11,2.43,
2012-10-12,2.43,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,2.43,
2012-10-16,2.46,
2012-10-17,2.55,
2012-10-18,2.61,
2012-10-19,2.57,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,2.57,
2012-10-23,2.57,
2012-10-24,2.53,
2012-10-25,2.60,
2012-10-26,2.51,
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,2.48,
2012-10-30,2.46,
2012-10-31,2.48,
2012-11-01,2.42,
2012-11-02,2.41,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,2.38,
2012-11-06,2.40,
2012-11-07,2.39,
2012-11-08,2.36,
2012-11-09,2.33,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,2.34,
2012-11-13,2.32,
2012-11-14,2.36,
2012-11-15,2.36,
2012-11-16,2.39,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,2.39,
2012-11-20,2.40,
2012-11-21,2.43,
2012-11-22,2.47,
2012-11-23,2.46,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,2.46,
2012-11-27,2.46,
2012-11-28,2.42,
2012-11-29,2.42,
2012-11-30,2.41,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,2.41,
2012-12-04,2.46,
2012-12-05,2.39,
2012-12-06,2.39,
2012-12-07,2.37,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,2.36,
2012-12-11,2.39,
2012-12-12,2.40,
2012-12-13,2.35,
2012-12-14,2.38,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,2.39,
2012-12-18,2.39,
2012-12-19,2.43,
2012-12-20,2.42,
2012-12-21,2.38,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,.,No value available
2012-12-25,.,No value available
2012-12-26,.,No value available
2012-12-27,2.37,
2012-12-28,2.27,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,.,No value available
2013-01-01,.,No value available
2013-01-02,2.41,
2013-01-03,2.43,
2013-01-04,2.54,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,2.53,
2013-01-08,2.50,
2013-01-09,2.46,
2013-01-10,2.50,
2013-01-11,2.56,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,2.56,
2013-01-15,2.53,
2013-01-16,2.51,
2013-01-17,2.52,
2013-01-18,2.49,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,2.46,
2013-01-22,2.50,
2013-01-23,2.47,
2013-01-24,2.44,
2013-01-25,2.52,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,2.54,
2013-01-29,2.53,
2013-01-30,2.55,
2013-01-31,2.49,
2013-02-01,2.53,
2013-02-02,.,No value available
2013-02-03,.,No value available
2013-02-04,2.55,
2013-02-05,2.48,
2013-02-06,2.49,
2013-02-07,2.53,
2013-02-08,2.50,
2013-02-09,.,No value available
2013-02-10,.,No value available
2013-02-11,2.52,
2013-02-12,2.52,
2013-02-13,2.55,
2013-02-14,2.57,
2013-02-15,2.55,
2013-02-16,.,No value available
2013-02-17,.,No value available
2013-02-18,2.55,
2013-02-19,2.56,
2013-02-20,2.60,
2013-02-21,2.57,
2013-02-22,2.58,
2013-02-23,.,No value available
2013-02-24,.,No value available
2013-02-25,2.55,
2013-02-26,2.48,
2013-02-27,2.46,
2013-02-28,2.47,
2013-03-01,2.46,
2013-03-02,.,No value available
2013-03-03,.,No value available
2013-03-04,2.43,
2013-03-05,2.47,
2013-03-06,2.49,
2013-03-07,2.49,
2013-03-08,2.50,
2013-03-09,.,No value available
2013-03-10,.,No value available
2013-03-11,2.51,
2013-03-12,2.52,
2013-03-13,2.50,
2013-03-14,2.52,
2013-03-15,2.53,
2013-03-16,.,No value available
2013-03-17,.,No value available
2013-03-18,2.46,
2013-03-19,2.42,
2013-03-20,2.39,
2013-03-21,2.42,
2013-03-22,2.34,
2013-03-23,.,No value available
2013-03-24,.,No value available
2013-03-25,2.43,
2013-03-26,2.40,
2013-03-27,2.36,
2013-03-28,2.33,
2013-03-29,.,No value available
2013-03-30,.,No value available
2013-03-31,.,No value available
2013-04-01,.,No value available
2013-04-02,2.37,
2013-04-03,2.40,
2013-04-04,2.39,
2013-04-05,2.32,
2013-04-06,.,No value available
2013-04-07,.,No value available
2013-04-08,2.20,
2013-04-09,2.28,
2013-04-10,2.30,
2013-04-11,2.35,
2013-04-12,2.31,
2013-04-13,.,No value available
2013-04-14,.,No value available
2013-04-15,2.34,
2013-04-16,2.31,
2013-04-17,2.35,
2013-04-18,2.32,
2013-04-19,2.31,
2013-04-20,.,No value available
2013-04-21,.,No value available
2013-04-22,2.33,
2013-04-23,2.25,
2013-04-24,2.31,
2013-04-25,2.28,
2013-04-26,2.26,
2013-04-27,.,No value available
2013-04-28,.,No value available
2013-04-29,2.24,
2013-04-30,2.21,
2013-05-01,.,No value available
2013-05-02,2.22,
2013-05-03,2.23,
2013-05-04,.,No value available
2013-05-05,.,No value available
2013-05-06,2.30,
2013-05-07,2.33,
2013-05-08,2.33,
2013-05-09,2.30,
2013-05-10,2.39,
2013-05-11,.,No value available
2013-05-12,.,No value available
2013-05-13,2.41,
2013-05-14,2.42,
2013-05-15,2.42,
2013-05-16,2.45,
2013-05-17,2.38,
2013-05-18,.,No value available
2013-05-19,.,No value available
2013-05-20,2.44,
2013-05-21,2.46,
2013-05-22,2.45,
2013-05-23,2.46,
2013-05-24,2.48,
2013-05-25,.,No value available
2013-05-26,.,No value available
2013-05-27,2.46,
2013-05-28,2.48,
2013-05-29,2.53,
2013-05-30,2.50,
2013-05-31,2.49,
2013-06-01,.,No value available
2013-06-02,.,No value available
2013-06-03,2.54,
2013-06-04,2.55,
2013-06-05,2.55,
2013-06-06,2.50,
2013-06-07,2.48,
2013-06-08,.,No value available
2013-06-09,.,No value available
2013-06-10,2.49,
2013-06-11,2.57,
2013-06-12,2.56,
2013-06-13,2.51,
2013-06-14,2.51,
2013-06-15,.,No value available
2013-06-16,.,No value available
2013-06-17,2.53,
2013-06-18,2.55,
2013-06-19,2.54,
2013-06-20,2.58,
2013-06-21,2.62,
2013-06-22,.,No value available
2013-06-23,.,No value available
2013-06-24,2.67,
2013-06-25,2.66,
2013-06-26,2.66,
2013-06-27,2.67,
2013-06-28,2.63,
2013-06-29,.,No value available
2013-06-30,.,No value available
2013-07-01,2.66,
2013-07-02,2.62,
2013-07-03,2.57,
2013-07-04,2.59,
2013-07-05,2.64,
2013-07-06,.,No value available
2013-07-07,.,No value available
2013-07-08,2.70,
2013-07-09,2.68,
2013-07-10,2.62,
2013-07-11,2.59,
2013-07-12,2.57,
2013-07-13,.,No value available
2013-07-14,.,No value available
2013-07-15,2.54,
2013-07-16,2.55,
2013-07-17,2.57,
2013-07-18,2.52,
2013-07-19,2.53,
2013-07-20,.,No value available
2013-07-21,.,No value available
2013-07-22,2.54,
2013-07-23,2.55,
2013-07-24,2.57,
2013-07-25,2.62,
2013-07-26,2.67,
2013-07-27,.,No value available
2013-07-28,.,No value available
2013-07-29,2.68,
2013-07-30,2.66,
2013-07-31,2.67,
2013-08-01,2.60,
2013-08-02,2.67,
2013-08-03,.,No value available
2013-08-04,.,No value available
2013-08-05,2.62,
2013-08-06,2.68,
2013-08-07,2.65,
2013-08-08,2.66,
2013-08-09,2.66,
2013-08-10,.,No value available
2013-08-11,.,No value available
2013-08-12,2.69,
2013-08-13,2.75,
2013-08-14,2.78,
2013-08-15,2.80,
2013-08-16,2.85,
2013-08-17,.,No value available
2013-08-18,.,No value available
2013-08-19,2.87,
2013-08-20,2.85,
2013-08-21,2.84,
2013-08-22,2.91,
2013-08-23,2.92,
2013-08-24,.,No value available
2013-08-25,.,No value available
2013-08-26,2.87,
2013-08-27,2.82,
2013-08-28,2.81,
2013-08-29,2.83,
2013-08-30,2.82,
